Availability 30;Availability 60;Availability 90;Availability 365;Accommodates;Bathrooms;Bedrooms;Beds;Price;Cleaning Fee;Guests Included;Neighbourhood Cleansed_mean_encoded;Neighbourhood Group Cleansed_mean_encoded;Room Type_mean_encoded
7;37;63;307;2;1.0;1.0;1.0;22.0;20.0;1;43.833333333333336;46.363751584283904;34.25513598121698
0;0;0;0;1;1.0;1.0;1.0;32.0;0.0;1;30.875;36.21621621621622;34.25513598121698
0;0;0;33;2;1.0;1.0;1.0;50.0;20.0;1;82.51466666666667;72.77179221548025;87.29660587639312
10;32;62;87;2;1.0;1.0;1.0;140.0;40.0;2;85.58936170212766;72.77179221548025;87.29660587639312
11;36;55;326;5;1.0;2.0;4.0;119.0;40.0;4;78.0656192236599;72.77179221548025;87.29660587639312
3;13;20;274;2;1.0;1.0;1.0;55.0;15.0;2;78.90445859872611;72.77179221548025;87.29660587639312
13;41;66;341;4;1.0;1.0;2.0;99.0;30.0;4;60.342919153553986;72.77179221548025;87.29660587639312
8;16;26;289;2;1.0;1.0;1.0;95.0;0.0;1;84.93013100436681;85.65113636363637;87.29660587639312
14;44;74;349;2;1.0;1.0;1.0;33.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
8;33;60;335;2;1.0;1.0;1.0;35.0;30.0;1;67.61974944731024;72.77179221548025;87.29660587639312
11;30;42;303;2;1.0;1.0;1.0;29.0;25.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;5;280;1;2.0;1.0;1.0;30.0;30.0;1;78.0656192236599;72.77179221548025;29.853403141361255
10;16;19;237;1;1.0;1.0;1.0;19.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
7;37;67;342;2;1.0;1.0;1.0;38.0;0.0;1;45.42696629213483;46.363751584283904;34.25513598121698
7;16;36;37;3;1.0;1.0;2.0;90.0;20.0;1;82.51466666666667;72.77179221548025;87.29660587639312
9;35;56;329;4;1.0;1.0;1.0;35.0;28.0;1;85.58936170212766;72.77179221548025;87.29660587639312
2;4;9;260;11;2.0;4.0;7.0;65.0;0.0;1;68.84;66.16144578313254;87.29660587639312
16;46;76;351;4;1.0;2.0;3.0;54.0;0.0;2;44.111111111111114;44.23841059602649;87.29660587639312
0;0;0;0;2;1.0;2.0;2.0;57.0;40.0;3;57.19607843137255;70.86238532110092;34.25513598121698
0;28;53;53;1;1.0;1.0;1.0;15.0;5.0;1;34.389830508474574;39.63456090651558;34.25513598121698
0;0;0;0;3;1.0;2.0;2.0;50.0;10.0;2;45.75555555555555;51.07333333333333;87.29660587639312
0;0;0;0;8;2.0;4.0;4.0;160.0;15.0;1;67.61974944731024;72.77179221548025;87.29660587639312
12;42;72;342;4;1.0;1.0;1.0;70.0;40.0;2;60.342919153553986;72.77179221548025;87.29660587639312
5;15;27;105;6;2.0;2.0;5.0;145.0;40.0;4;78.90445859872611;72.77179221548025;87.29660587639312
5;35;65;156;1;1.0;1.0;1.0;25.0;0.0;1;45.75555555555555;51.07333333333333;34.25513598121698
7;27;52;52;1;1.0;1.0;1.0;25.0;0.0;1;49.541666666666664;53.35443037974684;34.25513598121698
15;30;55;172;2;2.0;1.0;2.0;25.0;30.0;3;67.61974944731024;72.77179221548025;34.25513598121698
28;55;85;360;4;1.0;1.0;3.0;37.0;15.0;2;69.28571428571429;53.35443037974684;34.25513598121698
0;0;6;281;4;1.0;1.0;1.0;60.0;10.0;2;60.342919153553986;72.77179221548025;87.29660587639312
9;25;45;316;5;1.0;1.0;1.0;75.0;0.0;2;78.0656192236599;72.77179221548025;87.29660587639312
1;21;51;326;4;1.0;1.0;2.0;93.0;0.0;2;75.41904761904762;70.86238532110092;87.29660587639312
13;39;65;247;4;1.0;1.0;2.0;85.0;0.0;1;52.86641221374046;46.363751584283904;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;80.0;20.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;0;1;1.5;1.0;1.0;20.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;0;18;293;2;1.0;0.0;1.0;80.0;40.0;1;82.51466666666667;72.77179221548025;87.29660587639312
30;60;90;365;2;1.0;2.0;2.0;24.0;0.0;1;82.55238095238096;71.9791013584117;34.25513598121698
4;25;47;67;2;1.0;1.0;1.0;25.0;0.0;1;82.51466666666667;72.77179221548025;34.25513598121698
7;23;45;130;6;1.0;3.0;3.0;118.0;35.0;4;78.0656192236599;72.77179221548025;87.29660587639312
15;45;75;165;2;1.0;0.0;1.0;58.0;30.0;1;60.342919153553986;72.77179221548025;87.29660587639312
19;31;61;151;3;1.0;1.0;2.0;18.0;10.0;1;58.56521739130435;70.86238532110092;34.25513598121698
0;0;0;127;1;1.0;1.0;1.0;45.0;0.0;1;59.791666666666664;52.2472647702407;34.25513598121698
7;19;36;36;4;1.0;1.0;3.0;49.0;30.0;3;60.342919153553986;72.77179221548025;87.29660587639312
9;15;45;320;2;1.0;1.0;1.0;70.0;0.0;1;59.791666666666664;52.2472647702407;87.29660587639312
12;28;48;311;8;2.0;3.0;6.0;145.0;70.0;6;52.86641221374046;46.363751584283904;87.29660587639312
10;30;60;335;3;1.0;2.0;2.0;49.0;30.0;2;45.42696629213483;46.363751584283904;87.29660587639312
0;11;32;176;5;2.0;2.0;3.0;60.0;15.0;3;57.316901408450704;71.9791013584117;87.29660587639312
1;1;1;1;2;1.0;1.0;1.0;80.0;38.0;2;67.61974944731024;72.77179221548025;87.29660587639312
4;7;28;291;2;1.0;1.0;1.0;49.0;20.0;1;52.86641221374046;46.363751584283904;87.29660587639312
1;3;3;3;4;1.0;1.0;2.0;47.0;0.0;1;50.0;39.63456090651558;87.29660587639312
7;7;7;7;4;1.0;1.0;1.0;150.0;77.0;1;67.61974944731024;72.77179221548025;87.29660587639312
30;60;90;365;2;1.0;1.0;1.0;50.0;0.0;1;37.12562814070352;34.444148936170215;34.25513598121698
15;35;61;336;4;1.0;1.0;2.0;55.0;30.0;2;65.95817490494296;66.16144578313254;87.29660587639312
5;13;25;253;3;1.0;1.0;2.0;95.0;35.0;2;82.51466666666667;72.77179221548025;87.29660587639312
21;51;81;356;2;1.0;1.0;1.0;50.0;0.0;1;34.389830508474574;39.63456090651558;87.29660587639312
15;45;75;350;2;1.0;1.0;1.0;23.0;10.0;1;52.86641221374046;46.363751584283904;34.25513598121698
0;0;0;0;2;1.0;1.0;2.0;35.0;0.0;1;37.12562814070352;34.444148936170215;34.25513598121698
0;0;18;18;1;1.0;1.0;2.0;22.0;0.0;1;41.56962025316456;52.2472647702407;34.25513598121698
11;33;52;128;4;1.0;0.0;1.0;79.0;25.0;2;60.342919153553986;72.77179221548025;87.29660587639312
25;53;83;173;5;1.0;2.0;2.0;134.0;0.0;1;43.833333333333336;46.363751584283904;87.29660587639312
0;0;0;254;6;2.0;2.0;3.0;130.0;60.0;2;78.0656192236599;72.77179221548025;87.29660587639312
6;24;45;319;4;2.0;2.0;4.0;128.0;20.0;1;82.51466666666667;72.77179221548025;87.29660587639312
10;34;64;154;2;1.0;1.0;1.0;25.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
30;60;90;180;2;2.0;1.0;1.0;45.0;10.0;1;45.75555555555555;51.07333333333333;34.25513598121698
0;0;0;38;2;1.0;0.0;1.0;32.0;10.0;1;59.791666666666664;52.2472647702407;87.29660587639312
14;20;20;263;6;2.0;4.0;4.0;100.0;0.0;1;57.19607843137255;70.86238532110092;87.29660587639312
0;0;10;10;2;5.0;1.0;1.0;31.0;0.0;1;85.58936170212766;72.77179221548025;34.25513598121698
10;40;62;334;2;1.0;1.0;1.0;16.0;0.0;1;47.87931034482759;36.6605504587156;34.25513598121698
0;0;0;0;3;1.0;1.0;2.0;60.0;0.0;1;57.19607843137255;70.86238532110092;87.29660587639312
5;8;25;294;5;2.0;3.0;4.0;106.0;50.0;3;60.33673469387755;73.31741573033707;87.29660587639312
30;60;90;365;1;1.5;1.0;1.0;35.0;0.0;1;45.62222222222222;38.298611111111114;34.25513598121698
0;5;35;310;4;1.0;0.0;2.0;45.0;70.0;2;60.342919153553986;72.77179221548025;87.29660587639312
14;34;60;333;3;0.0;1.0;3.0;63.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
29;59;89;364;3;1.0;1.0;3.0;90.0;0.0;1;72.94174757281553;71.9791013584117;87.29660587639312
13;30;50;325;6;1.0;2.0;3.0;59.0;19.0;2;78.0656192236599;72.77179221548025;87.29660587639312
22;52;75;75;1;2.0;1.0;1.0;40.0;12.0;1;82.51466666666667;72.77179221548025;34.25513598121698
0;0;0;0;2;1.0;1.0;1.0;59.0;0.0;1;60.342919153553986;72.77179221548025;87.29660587639312
3;5;8;228;2;1.0;0.0;1.0;38.0;15.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;20;197;3;1.0;1.0;2.0;64.0;0.0;2;78.0656192236599;72.77179221548025;87.29660587639312
1;1;1;1;2;1.0;1.0;1.0;16.0;0.0;1;33.42307692307692;44.23841059602649;34.25513598121698
5;18;34;306;6;1.0;2.0;4.0;89.0;0.0;2;78.0656192236599;72.77179221548025;87.29660587639312
0;6;36;311;1;2.0;1.0;1.0;28.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
0;21;51;323;1;1.0;1.0;1.0;34.0;0.0;1;84.93013100436681;85.65113636363637;34.25513598121698
0;0;0;0;3;1.0;2.0;2.0;47.0;0.0;1;60.342919153553986;72.77179221548025;87.29660587639312
7;12;32;32;4;1.0;1.0;2.0;60.0;30.0;2;82.51466666666667;72.77179221548025;87.29660587639312
5;25;50;196;6;2.0;2.0;4.0;120.0;65.0;4;103.72222222222223;70.86238532110092;87.29660587639312
25;55;85;85;1;1.0;1.0;1.0;40.0;0.0;1;45.306451612903224;52.2472647702407;34.25513598121698
8;8;9;284;4;2.0;2.0;3.0;89.0;39.0;1;67.61974944731024;72.77179221548025;87.29660587639312
0;0;1;111;6;1.0;2.0;3.0;60.0;0.0;1;48.333333333333336;52.2472647702407;87.29660587639312
0;0;1;91;4;1.0;1.0;2.0;80.0;20.0;2;67.61974944731024;72.77179221548025;87.29660587639312
0;0;0;0;4;1.0;2.0;2.0;43.0;15.0;1;36.888888888888886;39.35897435897436;87.29660587639312
7;25;46;114;2;1.0;1.0;1.0;21.0;5.0;1;45.75555555555555;51.07333333333333;34.25513598121698
4;22;40;313;4;1.0;1.0;2.0;59.0;20.0;2;60.342919153553986;72.77179221548025;87.29660587639312
0;0;6;281;1;0.0;1.0;1.0;29.0;0.0;1;65.95817490494296;66.16144578313254;34.25513598121698
3;8;15;194;4;1.0;2.0;2.0;80.0;25.0;1;60.342919153553986;72.77179221548025;87.29660587639312
8;16;33;300;2;1.0;0.0;1.0;60.0;20.0;1;60.342919153553986;72.77179221548025;87.29660587639312
10;21;37;254;3;1.0;2.0;2.0;57.0;0.0;1;58.56521739130435;70.86238532110092;87.29660587639312
0;0;0;153;1;1.0;1.0;1.0;30.0;20.0;1;59.791666666666664;52.2472647702407;34.25513598121698
18;48;78;78;3;1.0;1.0;1.0;60.0;20.0;2;75.41904761904762;70.86238532110092;87.29660587639312
6;16;35;35;4;2.0;1.0;2.0;25.0;10.0;2;85.58936170212766;72.77179221548025;34.25513598121698
7;14;22;120;11;4.0;6.0;9.0;450.0;70.0;7;78.0656192236599;72.77179221548025;87.29660587639312
0;0;0;0;2;1.5;1.0;1.0;25.0;0.0;1;34.389830508474574;39.63456090651558;34.25513598121698
2;2;6;6;4;1.0;1.0;2.0;52.0;15.0;2;82.39354838709677;71.9791013584117;87.29660587639312
30;60;90;365;2;1.0;1.0;1.0;40.0;50.0;1;56.62637362637363;71.9791013584117;34.25513598121698
14;37;67;149;2;1.0;0.0;1.0;89.0;0.0;1;82.51466666666667;72.77179221548025;87.29660587639312
8;19;37;294;4;1.0;1.0;1.0;65.0;20.0;2;60.342919153553986;72.77179221548025;87.29660587639312
30;60;90;365;2;1.0;1.0;1.0;25.0;10.0;1;25.083333333333332;36.21621621621622;34.25513598121698
3;22;49;55;3;1.0;0.0;2.0;42.0;15.0;2;60.342919153553986;72.77179221548025;87.29660587639312
26;56;86;87;2;1.0;1.0;;25.0;0.0;1;45.75555555555555;51.07333333333333;34.25513598121698
0;0;11;195;7;2.0;2.0;6.0;180.0;100.0;4;137.16959064327486;85.65113636363637;87.29660587639312
0;0;0;0;4;1.0;1.0;2.0;70.0;30.0;2;85.58936170212766;72.77179221548025;87.29660587639312
17;47;77;352;7;1.5;3.0;6.0;150.0;55.0;2;78.0656192236599;72.77179221548025;87.29660587639312
15;44;74;74;2;1.0;1.0;1.0;45.0;0.0;1;50.0;39.63456090651558;34.25513598121698
10;37;62;150;8;1.5;3.0;7.0;80.0;20.0;1;25.107142857142858;33.50632911392405;34.25513598121698
17;46;76;351;2;1.0;1.0;1.0;20.0;0.0;1;28.140350877192983;39.63456090651558;34.25513598121698
30;60;90;365;2;1.0;1.0;1.0;90.0;40.0;1;78.90445859872611;72.77179221548025;87.29660587639312
2;4;16;274;6;2.0;2.0;4.0;150.0;20.0;2;85.58936170212766;72.77179221548025;87.29660587639312
6;21;37;296;2;1.0;1.0;1.0;41.0;20.0;1;67.61974944731024;72.77179221548025;87.29660587639312
6;6;8;8;4;1.0;0.0;2.0;42.0;15.0;2;85.58936170212766;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;25.0;5.0;1;78.0656192236599;72.77179221548025;34.25513598121698
3;15;28;222;5;2.0;2.0;3.0;99.0;20.0;1;85.58936170212766;72.77179221548025;87.29660587639312
29;59;89;364;1;1.0;1.0;1.0;26.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;14;44;44;1;1.0;1.0;1.0;42.0;5.0;1;78.90445859872611;72.77179221548025;34.25513598121698
3;32;62;153;3;1.0;1.0;1.0;99.0;0.0;2;82.39354838709677;71.9791013584117;87.29660587639312
30;60;90;365;3;2.0;2.0;2.0;100.0;50.0;3;50.16216216216216;46.363751584283904;87.29660587639312
3;17;42;267;3;1.0;0.0;2.0;60.0;0.0;2;78.0656192236599;72.77179221548025;87.29660587639312
24;54;84;359;2;1.0;1.0;1.0;60.0;30.0;1;137.16959064327486;85.65113636363637;87.29660587639312
11;41;71;141;4;1.0;0.0;2.0;64.0;0.0;2;72.94174757281553;71.9791013584117;87.29660587639312
4;10;18;214;5;1.0;1.0;3.0;81.0;40.0;2;85.58936170212766;72.77179221548025;87.29660587639312
13;43;73;348;2;1.0;1.0;1.0;115.0;30.0;2;67.61974944731024;72.77179221548025;87.29660587639312
10;39;61;301;2;1.0;0.0;1.0;70.0;25.0;2;60.342919153553986;72.77179221548025;87.29660587639312
28;28;28;28;1;1.0;1.0;1.0;16.0;0.0;1;34.389830508474574;39.63456090651558;34.25513598121698
0;0;0;0;4;1.0;2.0;2.0;90.0;30.0;2;78.90445859872611;72.77179221548025;87.29660587639312
29;59;89;364;5;2.0;3.0;5.0;120.0;0.0;1;78.0656192236599;72.77179221548025;87.29660587639312
5;16;24;274;12;2.0;4.0;6.0;196.0;80.0;10;82.51466666666667;72.77179221548025;87.29660587639312
6;6;13;279;7;2.0;3.0;4.0;180.0;60.0;5;82.39354838709677;71.9791013584117;87.29660587639312
30;60;90;365;5;1.0;2.0;2.0;155.0;0.0;1;78.90445859872611;72.77179221548025;87.29660587639312
9;9;26;301;4;1.0;1.0;3.0;76.0;40.0;2;59.791666666666664;52.2472647702407;87.29660587639312
12;42;72;72;2;1.0;1.0;1.0;100.0;30.0;1;60.342919153553986;72.77179221548025;87.29660587639312
3;9;19;288;2;1.0;0.0;1.0;65.0;0.0;1;82.51466666666667;72.77179221548025;87.29660587639312
3;10;20;280;2;1.0;1.0;1.0;30.0;7.0;2;67.61974944731024;72.77179221548025;34.25513598121698
8;8;14;69;2;1.5;1.0;3.0;70.0;0.0;1;78.0656192236599;72.77179221548025;87.29660587639312
14;40;64;339;5;2.0;2.0;2.0;140.0;30.0;4;67.61974944731024;72.77179221548025;87.29660587639312
28;58;88;363;2;1.0;1.0;1.0;90.0;40.0;1;78.90445859872611;72.77179221548025;87.29660587639312
5;16;31;178;2;1.0;1.0;1.0;98.0;77.0;2;67.61974944731024;72.77179221548025;87.29660587639312
4;4;4;4;4;1.0;1.0;2.0;35.0;20.0;1;60.342919153553986;72.77179221548025;87.29660587639312
15;45;75;350;6;1.0;1.0;1.0;75.0;15.0;2;65.95817490494296;66.16144578313254;87.29660587639312
7;22;41;298;2;1.0;0.0;1.0;50.0;0.0;1;67.61974944731024;72.77179221548025;87.29660587639312
0;5;35;126;5;1.0;1.0;3.0;58.0;18.0;2;57.316901408450704;71.9791013584117;34.25513598121698
15;42;72;347;6;1.0;1.0;6.0;22.0;0.0;1;85.58936170212766;72.77179221548025;29.853403141361255
14;33;33;289;4;1.0;1.0;2.0;130.0;40.0;2;82.55238095238096;71.9791013584117;87.29660587639312
0;0;0;68;1;1.0;1.0;1.0;30.0;0.0;1;55.97435897435897;51.07333333333333;34.25513598121698
28;58;88;363;6;1.0;1.0;3.0;49.0;30.0;4;69.18333333333334;71.9791013584117;87.29660587639312
14;29;51;141;3;1.0;1.0;3.0;49.0;20.0;2;60.342919153553986;72.77179221548025;87.29660587639312
27;57;87;362;3;1.0;1.0;3.0;35.0;10.0;2;50.22222222222222;44.23841059602649;34.25513598121698
6;18;35;304;4;2.0;1.0;2.0;130.0;68.0;1;82.51466666666667;72.77179221548025;87.29660587639312
8;21;45;135;4;1.0;1.0;2.0;100.0;0.0;2;67.61974944731024;72.77179221548025;87.29660587639312
7;16;27;106;5;2.0;3.0;3.0;135.0;42.0;4;85.58936170212766;72.77179221548025;87.29660587639312
15;40;40;219;2;1.0;1.0;1.0;18.0;0.0;1;32.31818181818182;34.444148936170215;34.25513598121698
2;17;41;278;5;2.0;2.0;5.0;155.0;75.0;1;137.16959064327486;85.65113636363637;87.29660587639312
22;52;79;166;3;1.0;1.0;1.0;79.0;15.0;1;45.62222222222222;38.298611111111114;87.29660587639312
7;20;34;168;3;1.0;0.0;1.0;55.0;0.0;2;67.61974944731024;72.77179221548025;87.29660587639312
4;20;31;108;6;1.5;3.0;4.0;75.0;0.0;2;39.3235294117647;38.298611111111114;87.29660587639312
1;4;23;298;4;1.0;1.0;3.0;60.0;30.0;2;57.316901408450704;71.9791013584117;87.29660587639312
3;14;26;99;9;2.0;5.0;5.0;110.0;50.0;4;52.86641221374046;46.363751584283904;87.29660587639312
1;5;5;5;4;1.0;1.0;2.0;68.0;20.0;2;78.0656192236599;72.77179221548025;87.29660587639312
3;17;31;258;7;1.0;2.0;4.0;60.0;0.0;3;60.342919153553986;72.77179221548025;87.29660587639312
9;35;52;326;3;1.0;1.0;2.0;68.0;20.0;1;65.95817490494296;66.16144578313254;87.29660587639312
0;0;0;0;2;1.0;1.0;2.0;25.0;5.0;1;101.6;73.31741573033707;34.25513598121698
2;2;16;265;4;2.0;2.0;3.0;90.0;30.0;1;57.19607843137255;70.86238532110092;87.29660587639312
6;18;36;126;4;1.0;1.0;2.0;50.0;18.0;3;47.87931034482759;36.6605504587156;87.29660587639312
10;28;54;329;5;1.0;2.0;3.0;68.0;30.0;2;67.61974944731024;72.77179221548025;87.29660587639312
13;38;63;338;5;2.0;3.0;3.0;220.0;0.0;1;84.93013100436681;85.65113636363637;87.29660587639312
25;54;84;248;2;1.0;1.0;2.0;19.0;0.0;1;34.389830508474574;39.63456090651558;34.25513598121698
10;33;58;331;3;1.0;0.0;2.0;55.0;5.0;1;85.58936170212766;72.77179221548025;87.29660587639312
0;0;0;0;1;1.0;1.0;1.0;18.0;10.0;1;37.12562814070352;34.444148936170215;34.25513598121698
7;26;50;141;4;1.0;1.0;2.0;93.0;13.0;4;85.58936170212766;72.77179221548025;87.29660587639312
2;7;33;306;3;1.0;2.0;3.0;75.0;40.0;3;52.86641221374046;46.363751584283904;87.29660587639312
12;39;57;332;5;1.0;3.0;3.0;110.0;0.0;1;78.0656192236599;72.77179221548025;87.29660587639312
8;22;36;264;4;1.0;1.0;2.0;55.0;0.0;2;78.0656192236599;72.77179221548025;87.29660587639312
5;13;20;229;2;1.0;1.0;2.0;59.0;0.0;1;78.0656192236599;72.77179221548025;87.29660587639312
11;34;59;230;4;1.0;2.0;3.0;130.0;20.0;4;66.7984496124031;85.65113636363637;87.29660587639312
11;31;48;323;5;1.0;2.0;4.0;59.0;25.0;3;24.733333333333334;34.444148936170215;87.29660587639312
0;4;11;274;2;1.0;1.0;1.0;45.0;25.0;1;67.61974944731024;72.77179221548025;87.29660587639312
6;19;30;194;8;2.0;3.0;7.0;200.0;65.0;6;85.58936170212766;72.77179221548025;87.29660587639312
6;22;52;111;2;1.0;1.0;1.0;27.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
13;24;42;66;2;1.0;0.0;1.0;50.0;20.0;2;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;0;4;1.0;1.0;1.0;49.0;12.0;1;69.18333333333334;71.9791013584117;87.29660587639312
1;27;57;147;1;1.5;1.0;1.0;23.0;0.0;1;39.95454545454545;39.63456090651558;34.25513598121698
5;8;11;191;8;2.0;3.0;6.0;160.0;0.0;1;52.86641221374046;46.363751584283904;87.29660587639312
0;0;0;0;3;1.0;0.0;2.0;42.0;20.0;1;67.61974944731024;72.77179221548025;87.29660587639312
13;30;60;335;6;1.0;2.0;4.0;89.0;35.0;1;60.342919153553986;72.77179221548025;87.29660587639312
11;34;55;55;1;1.0;1.0;1.0;27.0;0.0;1;63.89090909090909;73.31741573033707;34.25513598121698
10;10;10;10;1;2.0;1.0;1.0;14.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
0;0;25;300;2;1.0;1.0;1.0;28.0;20.0;1;64.08641975308642;52.2472647702407;34.25513598121698
0;0;5;280;2;1.0;1.0;2.0;50.0;0.0;2;57.19607843137255;70.86238532110092;87.29660587639312
2;2;2;76;2;1.0;1.0;1.0;40.0;10.0;1;82.39354838709677;71.9791013584117;34.25513598121698
2;9;14;253;2;1.0;1.0;1.0;36.0;15.0;1;78.0656192236599;72.77179221548025;34.25513598121698
0;0;0;187;2;1.0;1.0;1.0;30.0;0.0;1;82.39354838709677;71.9791013584117;34.25513598121698
15;41;46;312;4;1.0;2.0;2.0;78.0;20.0;4;85.58936170212766;72.77179221548025;87.29660587639312
24;54;84;174;2;1.0;0.0;1.0;75.0;15.0;2;51.53333333333333;57.39890710382514;87.29660587639312
1;9;16;265;3;1.0;0.0;1.0;53.0;10.0;1;78.90445859872611;72.77179221548025;87.29660587639312
5;35;65;340;4;1.0;1.0;1.0;110.0;85.0;1;82.55238095238096;71.9791013584117;87.29660587639312
20;45;75;350;2;1.0;1.0;1.0;20.0;0.0;1;37.12562814070352;34.444148936170215;34.25513598121698
1;6;28;28;4;1.0;2.0;3.0;77.0;30.0;2;82.51466666666667;72.77179221548025;87.29660587639312
11;37;64;339;2;1.0;0.0;1.0;30.0;15.0;1;67.61974944731024;72.77179221548025;87.29660587639312
1;1;1;1;2;1.0;1.0;1.0;60.0;0.0;1;52.86641221374046;46.363751584283904;87.29660587639312
23;48;73;347;3;1.5;1.0;2.0;38.0;5.0;1;142.83333333333334;57.39890710382514;34.25513598121698
10;40;70;161;6;1.0;2.0;3.0;60.0;40.0;2;87.48611111111111;73.31741573033707;87.29660587639312
8;22;41;294;4;1.0;1.0;2.0;95.0;40.0;2;60.342919153553986;72.77179221548025;87.29660587639312
12;27;49;136;4;1.0;2.0;2.0;79.0;0.0;2;78.90445859872611;72.77179221548025;87.29660587639312
4;8;27;143;4;1.0;1.0;2.0;49.0;0.0;2;85.58936170212766;72.77179221548025;87.29660587639312
14;31;31;90;1;1.0;1.0;1.0;18.0;0.0;1;34.389830508474574;39.63456090651558;34.25513598121698
4;11;26;46;5;1.0;3.0;3.0;60.0;25.0;2;43.833333333333336;46.363751584283904;87.29660587639312
0;29;59;334;1;1.0;1.0;1.0;36.0;22.0;1;82.55238095238096;71.9791013584117;34.25513598121698
12;39;67;93;8;2.0;4.0;7.0;180.0;50.0;6;48.46524064171123;85.65113636363637;87.29660587639312
13;38;68;186;2;1.0;1.0;1.0;40.0;10.0;1;60.342919153553986;72.77179221548025;34.25513598121698
1;5;9;116;6;1.0;2.0;3.0;105.0;60.0;4;60.342919153553986;72.77179221548025;87.29660587639312
2;6;6;32;3;1.0;0.0;1.0;55.0;30.0;2;60.342919153553986;72.77179221548025;87.29660587639312
0;11;18;226;3;1.0;1.0;2.0;110.0;15.0;2;67.61974944731024;72.77179221548025;87.29660587639312
4;14;36;117;2;1.0;1.0;2.0;33.0;10.0;1;84.93013100436681;85.65113636363637;34.25513598121698
2;2;2;221;1;1.0;1.0;1.0;23.0;0.0;1;58.56521739130435;70.86238532110092;34.25513598121698
7;29;39;306;2;1.0;1.0;1.0;34.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
0;0;0;0;2;1.0;1.0;1.0;25.0;0.0;1;66.7984496124031;85.65113636363637;34.25513598121698
19;49;79;169;2;1.0;1.0;1.0;46.0;0.0;1;85.58936170212766;72.77179221548025;34.25513598121698
25;52;82;357;1;1.0;1.0;1.0;25.0;0.0;1;40.82608695652174;44.23841059602649;34.25513598121698
8;28;54;321;5;1.0;1.0;3.0;80.0;0.0;4;75.41904761904762;70.86238532110092;87.29660587639312
14;14;14;14;2;1.0;1.0;1.0;32.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
23;53;83;173;2;1.0;1.0;1.0;25.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;0;0;0;4;1.0;2.0;2.0;100.0;0.0;1;78.90445859872611;72.77179221548025;87.29660587639312
1;30;60;60;5;1.0;3.0;5.0;100.0;0.0;1;68.84;66.16144578313254;87.29660587639312
2;7;20;271;4;2.0;2.0;3.0;150.0;40.0;1;85.58936170212766;72.77179221548025;87.29660587639312
0;0;0;0;4;1.0;1.0;2.0;55.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;0;0;37;2;1.0;1.0;1.0;12.0;0.0;1;52.86641221374046;46.363751584283904;87.29660587639312
10;28;57;328;7;3.0;1.0;7.0;15.0;0.0;1;85.58936170212766;72.77179221548025;29.853403141361255
0;0;3;105;3;1.0;1.0;2.0;55.0;25.0;2;67.61974944731024;72.77179221548025;87.29660587639312
1;6;36;311;6;1.0;2.0;4.0;60.0;0.0;2;78.0656192236599;72.77179221548025;87.29660587639312
18;37;62;304;2;1.0;1.0;1.0;49.0;0.0;2;60.342919153553986;72.77179221548025;34.25513598121698
0;0;0;0;2;1.0;1.0;1.0;75.0;0.0;1;67.61974944731024;72.77179221548025;87.29660587639312
2;10;26;286;4;1.0;1.0;3.0;70.0;0.0;2;60.342919153553986;72.77179221548025;87.29660587639312
28;58;88;363;2;1.0;1.0;;85.0;25.0;1;82.55238095238096;71.9791013584117;87.29660587639312
11;28;55;330;4;1.0;1.0;2.0;75.0;30.0;2;67.61974944731024;72.77179221548025;87.29660587639312
0;2;22;297;6;1.0;2.0;3.0;70.0;30.0;4;67.61974944731024;72.77179221548025;87.29660587639312
13;43;68;163;2;1.0;1.0;1.0;29.0;5.0;1;35.445945945945944;39.63456090651558;34.25513598121698
15;39;66;313;4;1.0;2.0;4.0;85.0;30.0;1;45.306451612903224;52.2472647702407;87.29660587639312
30;60;90;180;6;1.5;3.0;4.0;222.0;0.0;1;50.0;39.63456090651558;87.29660587639312
6;36;66;341;1;2.0;1.0;1.0;30.0;30.0;1;67.61974944731024;72.77179221548025;34.25513598121698
13;13;34;151;2;1.0;1.0;1.0;19.0;0.0;1;36.888888888888886;39.35897435897436;34.25513598121698
7;37;67;342;2;1.0;1.0;1.0;38.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
